Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Column1;;;;
frame_038246.png;1;MTB;32;22;47;47; ;;;;
frame_038247.png;1;MTB;26;22;43;51; ;;;;
frame_038248.png;1;MTB;18;23;38;55; ;;;;
frame_038249.png;1;MTB;7;24;31;58; ;;;;
frame_039214.png;1;MTB;50;21;57;33; ;;;;
frame_039215.png;1;MTB;48;21;57;35; ;;;;
frame_039216.png;1;MTB;45;22;56;39; ;;;;
frame_039217.png;1;MTB;42;22;54;41; ;;;;
frame_039218.png;1;MTB;38;22;51;43; ;;;;
frame_039219.png;1;MTB;33;23;47;46; ;;;;
frame_039220.png;1;MTB;26;24;43;50; ;;;;
frame_039221.png;1;MTB;18;25;40;52; ;;;;
frame_039222.png;1;MTB;5;27;31;58; ;;;;
frame_040122.png;1;MTB;48;21;57;35; ;;;;
frame_040123.png;1;MTB;45;21;56;36; ;;;;
frame_040124.png;1;MTB;42;21;53;36; ;;;;
frame_040125.png;1;MTB;38;22;50;41; ;;;;
frame_040126.png;1;MTB;32;22;46;44; ;;;;
frame_040127.png;1;MTB;24;23;41;49; ;;;;
frame_040128.png;1;MTB;14;24;33;55; ;;;;
frame_040129.png;1;MTB;0;25;23;58; ;;;;
frame_041347.png;1;MTB;49;21;57;32; ;;;;
frame_041348.png;1;MTB;46;21;55;37; ;;;;
frame_041349.png;1;MTB;43;21;53;38; ;;;;
frame_041350.png;1;MTB;38;22;51;40; ;;;;
frame_041351.png;1;MTB;34;22;48;42; ;;;;
frame_041352.png;1;MTB;28;23;44;47; ;;;;
frame_041353.png;2;MTB;19;24;40;54; ;;;;
frame_041354.png;1;MTB;10;24;34;56; ;;;;
frame_041355.png;1;MTB;0;26;24;59; ;;;;
frame_042213.png;1;MTB;47;21;57;36; ;;;;
frame_042214.png;1;MTB;44;21;55;40; ;;;;
frame_042215.png;1;MTB;41;22;53;41; ;;;;
frame_042216.png;1;MTB;36;22;50;42; ;;;;
frame_042217.png;1;MTB;30;23;47;49; ;;;;
frame_042218.png;1;MTB;22;23;42;54; ;;;;
frame_042219.png;1;MTB;11;25;34;58; ;;;;
frame_042220.png;1;MTB;0;25;23;59; ;;;;
frame_042432.png;1;MTB;49;21;57;34; ;;;;
frame_042433.png;1;MTB;47;21;57;35; ;;;;
frame_042434.png;1;MTB;45;21;56;36; ;;;;
frame_042435.png;1;MTB;42;22;54;38; ;;;;
frame_042436.png;1;MTB;39;22;52;40; ;;;;
frame_042437.png;1;MTB;35;22;49;42; ;;;;
frame_042438.png;1;MTB;30;23;46;45; ;;;;
frame_042439.png;1;MTB;22;23;42;52; ;;;;
frame_042440.png;1;MTB;12;25;36;56; ;;;;
frame_042441.png;1;MTB;0;25;27;60; ;;;;
frame_042573.png;1;MTB;48;21;57;37; ;;;;
frame_042574.png;1;MTB;47;21;56;39; ;;;;
frame_042575.png;1;MTB;45;21;54;39; ;;;;
frame_042576.png;1;MTB;42;21;52;42; ;;;;
frame_042577.png;1;MTB;38;21;50;43; ;;;;
frame_042578.png;1;MTB;34;21;47;47; ;;;;
frame_042579.png;1;MTB;28;22;44;50; ;;;;
frame_042580.png;1;MTB;22;22;40;56; ;;;;
frame_042581.png;1;MTB;13;24;35;59; ;;;;
frame_042582.png;1;MTB;1;24;28;59; ;;;;
frame_042594.png;1;MTB;54;21;61;32; ;;;;
frame_042595.png;1;MTB;53;21;60;34; ;;;;
frame_042596.png;1;MTB;51;21;59;34; ;;;;
frame_042597.png;1;MTB;50;21;58;36; ;;;;
frame_042598.png;1;MTB;48;22;57;37; ;;;;
frame_042599.png;1;MTB;45;22;56;39; ;;;;
frame_042600.png;1;MTB;43;22;54;40; ;;;;
frame_042601.png;1;MTB;40;23;52;41; ;;;;
frame_042602.png;1;MTB;37;23;50;44; ;;;;
frame_042603.png;1;MTB;33;23;47;46; ;;;;
frame_042604.png;1;MTB;27;24;44;49; ;;;;
frame_042605.png;1;MTB;20;24;40;53; ;;;;
frame_042606.png;2;MTB;9;25;34;57; ;;;;
frame_042607.png;1;MTB;0;27;26;60; ;;;;
frame_043378.png;1;MTB;44;22;55;38; ;;;;
frame_043379.png;1;MTB;41;22;53;38; ;;;;
frame_043380.png;1;MTB;36;23;49;40; ;;;;
frame_043381.png;1;MTB;29;23;45;45; ;;;;
frame_043382.png;1;MTB;20;25;38;49; ;;;;
frame_043383.png;1;MTB;6;26;29;55; ;;;;
frame_045099.png;1;MTB;49;21;58;34; ;;;;
frame_045100.png;1;MTB;48;21;57;37; ;;;;
frame_045101.png;1;MTB;46;21;56;39; ;;;;
frame_045102.png;1;MTB;44;22;55;40; ;;;;
frame_045103.png;1;MTB;41;22;53;42; ;;;;
frame_045104.png;1;MTB;38;22;51;44; ;;;;
frame_045105.png;1;MTB;34;23;48;47; ;;;;
frame_045106.png;1;MTB;28;23;45;51; ;;;;
frame_045107.png;1;MTB;21;24;41;54; ;;;;
frame_045108.png;1;MTB;12;25;36;58; ;;;;
frame_045109.png;1;MTB;0;26;29;60; ;;;;
frame_045149.png;1;MTB;47;20;58;37; ;;;;
frame_045150.png;1;MTB;45;20;56;39; ;;;;
frame_045151.png;1;MTB;43;20;55;40; ;;;;
frame_045152.png;1;MTB;41;21;53;42; ;;;;
frame_045153.png;1;MTB;37;21;51;44; ;;;;
frame_045154.png;1;MTB;33;21;48;46; ;;;;
frame_045155.png;1;MTB;28;21;45;49; ;;;;
frame_045156.png;1;MTB;22;22;42;53; ;;;;
frame_045157.png;1;MTB;12;23;37;57; ;;;;
frame_045158.png;1;MTB;0;24;30;60; ;;;;
frame_047916.png;1;MTB;51;24;57;36; ;;;;
frame_047917.png;1;MTB;49;24;56;36; ;;;;
frame_047918.png;1;MTB;48;25;55;37; ;;;;
frame_047919.png;1;MTB;47;25;53;37; ;;;;
frame_047920.png;1;MTB;45;26;52;39; ;;;;
frame_047921.png;1;MTB;43;26;51;40; ;;;;
frame_047922.png;1;MTB;40;27;49;42; ;;;;
frame_047923.png;1;MTB;37;27;47;44; ;;;;
frame_047924.png;1;MTB;34;27;44;44; ;;;;
frame_047925.png;1;MTB;30;28;41;48; ;;;;
frame_047926.png;1;MTB;23;30;38;53; ;;;;
frame_047927.png;1;MTB;17;32;33;56; ;;;;
frame_047928.png;1;MTB;9;33;27;58; ;;;;
frame_047929.png;1;MTB;0;36;20;59; ;;;;
frame_047932.png;1;MTB;52;24;58;34; ;;;;
frame_047933.png;1;MTB;51;24;58;35; ;;;;
frame_047934.png;1;MTB;50;24;57;35; ;;;;
frame_047935.png;1;MTB;49;24;56;36; ;;;;
frame_047936.png;1;MTB;48;24;56;37; ;;;;
frame_047937.png;1;MTB;46;25;54;38; ;;;;
frame_047938.png;1;MTB;46;25;54;38; ;;;;
frame_047939.png;1;MTB;44;25;53;40; ;;;;
frame_047940.png;1;MTB;42;26;51;41; ;;;;
frame_047940.png;2;MTB;55;21;61;31; ;;;;
frame_047941.png;1;MTB;40;26;50;42; ;;;;
frame_047941.png;2;MTB;54;21;61;31; ;;;;
frame_047942.png;1;MTB;38;26;49;43; ;;;;
frame_047942.png;2;MTB;54;22;60;32; ;;;;
frame_047943.png;1;MTB;35;27;47;46; ;;;;
frame_047943.png;2;MTB;53;22;60;32; ;;;;
frame_047944.png;1;MTB;32;28;44;48; ;;;;
frame_047944.png;2;MTB;52;20;59;33; ;;;;
frame_047945.png;1;MTB;28;28;42;50; ;;;;
frame_047945.png;2;MTB;52;20;59;33; ;;;;
frame_047946.png;1;MTB;24;28;39;52; ;;;;
frame_047946.png;2;MTB;51;21;59;34; ;;;;
frame_047947.png;1;MTB;19;30;36;57; ;;;;
frame_047947.png;2;MTB;50;21;58;34; ;;;;
frame_047948.png;1;MTB;13;31;32;59; ;;;;
frame_047948.png;2;MTB;49;21;57;34; ;;;;
frame_047949.png;1;MTB;7;31;28;59; ;;;;
frame_047949.png;2;MTB;49;21;57;34; ;;;;
frame_047950.png;1;MTB;0;31;22;60; ;;;;
frame_047950.png;2;MTB;47;21;56;36; ;;;;
frame_047951.png;2;MTB;46;21;55;37; ;;;;
frame_047952.png;2;MTB;46;21;55;37; ;;;;
frame_047953.png;1;MTB;44;21;55;39; ;;;;
frame_047954.png;1;MTB;42;21;54;40; ;;;;
frame_047955.png;1;MTB;40;21;52;41; ;;;;
frame_047956.png;1;MTB;38;21;51;43; ;;;;
frame_047957.png;1;MTB;35;21;49;45; ;;;;
frame_047958.png;1;MTB;32;22;47;48; ;;;;
frame_047959.png;1;MTB;28;22;45;50; ;;;;
frame_047960.png;1;MTB;23;23;42;54; ;;;;
frame_047961.png;1;MTB;17;23;38;57; ;;;;
frame_047962.png;1;MTB;10;24;34;59; ;;;;
frame_047963.png;1;MTB;0;24;28;60; ;;;;
frame_051443.png;1;MTB;51;21;59;34; ;;;;
frame_051444.png;1;MTB;48;21;58;36; ;;;;
frame_051445.png;1;MTB;47;22;56;38; ;;;;
frame_051446.png;1;MTB;44;22;55;40; ;;;;
frame_051447.png;1;MTB;41;22;53;40; ;;;;
frame_051448.png;1;MTB;37;22;50;43; ;;;;
frame_051449.png;1;MTB;32;23;47;45; ;;;;
frame_051450.png;1;MTB;25;24;43;49; ;;;;
frame_051451.png;1;MTB;17;25;38;56; ;;;;
frame_051452.png;1;MTB;5;26;31;59; ;;;;
frame_055307.png;1;MTB;47;21;57;34; ;;;;
frame_055308.png;1;MTB;44;21;55;36; ;;;;
frame_055309.png;1;MTB;41;22;52;38; ;;;;
frame_055310.png;1;MTB;36;22;49;40; ;;;;
frame_055311.png;1;MTB;29;23;45;45; ;;;;
frame_055312.png;1;MTB;21;25;39;50; ;;;;
frame_055313.png;1;MTB;8;26;30;56; ;;;;
frame_056114.png;1;MTB;49;21;58;33; ;;;;
frame_056115.png;1;MTB;47;21;57;35; ;;;;
frame_056116.png;1;MTB;44;22;55;36; ;;;;
frame_056117.png;1;MTB;41;22;53;39; ;;;;
frame_056118.png;1;MTB;37;22;50;41; ;;;;
frame_056119.png;1;MTB;31;23;46;43; ;;;;
frame_056120.png;1;MTB;23;24;41;46; ;;;;
frame_056121.png;1;MTB;13;25;35;51; ;;;;
frame_056122.png;1;MTB;0;26;25;60; ;;;;
frame_056774.png;1;MTB;51;21;58;32; ;;;;
frame_056775.png;1;MTB;48;21;56;34; ;;;;
frame_056776.png;1;MTB;46;21;54;36; ;;;;
frame_056777.png;1;MTB;43;22;52;38; ;;;;
frame_056778.png;1;MTB;39;22;49;40; ;;;;
frame_056779.png;1;MTB;33;22;45;43; ;;;;
frame_056780.png;1;MTB;24;23;39;48; ;;;;
frame_056781.png;1;MTB;11;25;32;53; ;;;;
frame_058372.png;1;MTB;50;21;59;34; ;;;;
frame_058373.png;1;MTB;48;21;58;34; ;;;;
frame_058374.png;1;MTB;46;21;57;36; ;;;;
frame_058375.png;1;MTB;44;22;55;40; ;;;;
frame_058376.png;1;MTB;42;22;53;41; ;;;;
frame_058377.png;1;MTB;38;22;50;43; ;;;;
frame_058378.png;1;MTB;34;22;48;46; ;;;;
frame_058379.png;1;MTB;28;22;45;49; ;;;;
frame_058380.png;1;MTB;22;23;41;53; ;;;;
frame_058381.png;1;MTB;13;24;36;56; ;;;;
frame_058382.png;1;MTB;0;23;30;60; ;;;;
frame_064152.png;1;MTB;49;23;58;35; ;;;;
frame_064153.png;1;MTB;47;23;56;36; ;;;;
frame_064154.png;1;MTB;45;23;55;37; ;;;;
frame_064155.png;1;MTB;43;24;53;39; ;;;;
frame_064156.png;1;MTB;39;24;51;40; ;;;;
frame_064157.png;1;MTB;36;25;49;42; ;;;;
frame_064158.png;1;MTB;31;25;46;44; ;;;;
frame_064159.png;1;MTB;25;26;42;47; ;;;;
frame_064160.png;1;MTB;17;28;36;51; ;;;;
frame_064161.png;1;MTB;4;29;29;55; ;;;;
frame_064208.png;1;MTB;49;22;58;35; ;;;;
frame_064209.png;1;MTB;48;23;57;37; ;;;;
frame_064210.png;1;MTB;46;24;55;38; ;;;;
frame_064211.png;1;MTB;44;24;54;39; ;;;;
frame_064212.png;1;MTB;41;24;52;41; ;;;;
frame_064212.png;2;MTB;54;21;61;33; ;;;;
frame_064213.png;1;MTB;37;24;49;43; ;;;;
frame_064213.png;2;MTB;53;22;60;34; ;;;;
frame_064214.png;1;MTB;32;24;46;46; ;;;;
frame_064214.png;2;MTB;52;22;59;34; ;;;;
frame_064215.png;1;MTB;26;26;43;50; ;;;;
frame_064215.png;2;MTB;51;22;58;34; ;;;;
frame_064216.png;1;MTB;17;28;38;54; ;;;;
frame_064216.png;2;MTB;48;22;56;35; ;;;;
frame_064217.png;1;MTB;8;28;31;58; ;;;;
frame_064217.png;2;MTB;46;22;55;37; ;;;;
frame_064218.png;1;MTB;0;29;23;59; ;;;;
frame_064218.png;2;MTB;44;23;54;38; ;;;;
frame_064219.png;2;MTB;41;23;52;40; ;;;;
frame_064220.png;2;MTB;37;25;49;44; ;;;;
frame_064221.png;2;MTB;33;25;46;46; ;;;;
frame_064222.png;2;MTB;28;26;43;49; ;;;;
frame_064223.png;2;MTB;21;27;38;53; ;;;;
frame_064224.png;2;MTB;12;28;33;57; ;;;;
frame_064225.png;2;MTB;2;29;27;59; ;;;;
frame_064601.png;1;MTB;48;21;58;37; ;;;;
frame_064602.png;1;MTB;46;21;56;39; ;;;;
frame_064603.png;1;MTB;43;21;55;40; ;;;;
frame_064604.png;1;MTB;39;21;52;43; ;;;;
frame_064605.png;1;MTB;34;22;49;45; ;;;;
frame_064606.png;1;MTB;26;23;44;49; ;;;;
frame_064607.png;1;MTB;17;24;38;53; ;;;;
frame_064608.png;1;MTB;4;25;29;57; ;;;;
frame_064708.png;1;MTB;51;21;59;36; ;;;;
frame_064709.png;1;MTB;48;21;58;37; ;;;;
frame_064710.png;1;MTB;46;21;57;38; ;;;;
frame_064711.png;1;MTB;44;21;55;40; ;;;;
frame_064712.png;1;MTB;41;22;53;42; ;;;;
frame_064713.png;1;MTB;38;22;51;43; ;;;;
frame_064714.png;1;MTB;34;22;48;46; ;;;;
frame_064715.png;1;MTB;29;22;45;48; ;;;;
frame_064716.png;1;MTB;23;23;40;52; ;;;;
frame_064717.png;1;MTB;16;24;35;56; ;;;;
frame_064718.png;2;MTB;5;24;30;56; ;;;;
frame_068102.png;1;MTB;47;23;55;35; ;;;;
frame_068103.png;1;MTB;43;23;54;39; ;;;;
frame_068104.png;1;MTB;39;23;50;39; ;;;;
frame_068105.png;1;MTB;35;24;47;42; ;;;;
frame_068106.png;1;MTB;28;25;43;45; ;;;;
frame_068107.png;1;MTB;19;27;38;51; ;;;;
frame_068108.png;1;MTB;7;29;31;55; ;;;;
frame_068114.png;1;MTB;42;23;53;39; ;;;;
frame_068115.png;1;MTB;38;23;50;40; ;;;;
frame_068116.png;1;MTB;32;23;47;44; ;;;;
frame_068117.png;1;MTB;23;24;43;48; ;;;;
frame_068117.png;2;MTB;51;22;60;34; ;;;;
frame_068118.png;1;MTB;15;25;37;52; ;;;;
frame_068118.png;2;MTB;50;22;59;35; ;;;;
frame_068119.png;1;MTB;0;27;27;57; ;;;;
frame_068119.png;2;MTB;48;22;57;36; ;;;;
frame_068120.png;2;MTB;45;23;55;38; ;;;;
frame_068121.png;2;MTB;42;23;53;39; ;;;;
frame_068122.png;1;MTB;37;24;50;40; ;;;;
frame_068123.png;1;MTB;31;25;45;43; ;;;;
frame_068124.png;1;MTB;22;26;39;47; ;;;;
frame_068125.png;1;MTB;10;27;31;52; ;;;;
frame_068464.png;1;MTB;48;21;57;36; ;;;;
frame_068465.png;1;MTB;47;21;56;36; ;;;;
frame_068466.png;1;MTB;45;21;55;37; ;;;;
frame_068467.png;1;MTB;44;21;54;38; ;;;;
frame_068468.png;1;MTB;42;21;53;39; ;;;;
frame_068469.png;1;MTB;40;21;51;40; ;;;;
frame_068470.png;1;MTB;38;21;50;42; ;;;;
frame_068471.png;1;MTB;35;22;47;45; ;;;;
frame_068471.png;2;MTB;54;20;60;33; ;;;;
frame_068472.png;1;MTB;31;22;45;48; ;;;;
frame_068472.png;2;MTB;53;20;59;33; ;;;;
frame_068473.png;1;MTB;25;22;43;50; ;;;;
frame_068473.png;2;MTB;52;20;59;33; ;;;;
frame_068474.png;1;MTB;19;23;40;55; ;;;;
frame_068474.png;2;MTB;51;20;58;33; ;;;;
frame_068475.png;1;MTB;10;24;35;58; ;;;;
frame_068475.png;2;MTB;49;20;57;35; ;;;;
frame_068476.png;1;MTB;0;24;27;59; ;;;;
frame_068476.png;2;MTB;48;21;56;36; ;;;;
frame_068477.png;2;MTB;47;21;56;37; ;;;;
frame_068478.png;2;MTB;45;21;55;38; ;;;;
frame_068479.png;2;MTB;43;22;53;39; ;;;;
frame_068480.png;2;MTB;42;21;53;41; ;;;;
frame_068481.png;2;MTB;40;21;51;43; ;;;;
frame_068482.png;2;MTB;37;21;49;44; ;;;;
frame_068483.png;2;MTB;33;21;47;47; ;;;;
frame_068484.png;2;MTB;29;22;45;49; ;;;;
frame_068485.png;2;MTB;24;22;42;51; ;;;;
frame_068486.png;2;MTB;18;23;39;56; ;;;;
frame_068487.png;2;MTB;8;23;34;58; ;;;;
frame_068488.png;2;MTB;0;24;26;59; ;;;;
frame_068672.png;1;MTB;51;21;60;36; ;;;;
frame_068673.png;1;MTB;51;21;60;36; ;;;;
frame_068674.png;1;MTB;50;21;59;37; ;;;;
frame_068675.png;1;MTB;49;21;58;38; ;;;;
frame_068676.png;1;MTB;47;21;58;38; ;;;;
frame_068677.png;1;MTB;46;21;57;39; ;;;;
frame_068678.png;1;MTB;44;21;55;40; ;;;;
frame_068679.png;1;MTB;42;22;54;41; ;;;;
frame_068680.png;1;MTB;40;22;53;42; ;;;;
frame_068681.png;1;MTB;38;22;51;44; ;;;;
frame_068682.png;1;MTB;35;22;49;45; ;;;;
frame_068683.png;1;MTB;33;22;47;47; ;;;;
frame_068684.png;1;MTB;29;23;45;49; ;;;;
frame_068685.png;1;MTB;25;23;42;51; ;;;;
frame_068686.png;1;MTB;20;23;39;54; ;;;;
frame_068687.png;1;MTB;15;24;36;56; ;;;;
frame_068688.png;1;MTB;9;24;32;59; ;;;;
frame_068689.png;2;MTB;2;24;28;59; ;;;;
frame_068690.png;1;MTB;0;25;22;59; ;;;;
frame_074659.png;1;MTB;38;23;49;39; ;;;;
frame_074660.png;1;MTB;33;23;45;42; ;;;;
frame_074661.png;1;MTB;24;24;39;46; ;;;;
frame_074662.png;1;MTB;10;25;33;52; ;;;;
frame_079821.png;1;MTB;47;23;55;36; ;;;;
frame_079822.png;1;MTB;44;23;54;39; ;;;;
frame_079823.png;1;MTB;42;24;52;40; ;;;;
frame_079824.png;1;MTB;38;24;50;40; ;;;;
frame_079825.png;1;MTB;34;25;48;44; ;;;;
frame_079826.png;1;MTB;30;25;44;46; ;;;;
frame_079826.png;2;MTB;51;22;58;36; ;;;;
frame_079827.png;1;MTB;24;26;42;54; ;;;;
frame_079827.png;2;MTB;49;22;57;37; ;;;;
frame_079828.png;1;MTB;15;28;37;57; ;;;;
frame_079828.png;2;MTB;48;22;56;37; ;;;;
frame_079829.png;1;MTB;5;30;30;59; ;;;;
frame_079829.png;2;MTB;45;22;55;39; ;;;;
frame_079830.png;2;MTB;42;22;53;41; ;;;;
frame_079831.png;2;MTB;38;23;50;43; ;;;;
frame_079832.png;2;MTB;33;24;46;47; ;;;;
frame_079833.png;2;MTB;28;25;43;50; ;;;;
frame_079834.png;2;MTB;19;26;39;54; ;;;;
frame_079835.png;2;MTB;9;27;32;58; ;;;;
frame_083380.png;1;MTB;43;24;52;39; ;;;;
frame_083380.png;2;MTB;51;22;59;35; ;;;;
frame_083381.png;1;MTB;42;24;51;39; ;;;;
frame_083381.png;2;MTB;50;22;58;35; ;;;;
